,level_0,index,office,acquisition,category_code,deadpooled_year,founded_year,funding_rounds,investments,ipo,name,number_of_employees,products,total_money_raised_normalized_USD,lat,lng,oficina_principal
281,697,663,"{'description': '', 'address1': '128 West Hastings Street', 'address2': 'Suite 300', 'zip_code': 'V6B 1G8', 'city': 'Vancouver', 'state_code': None, 'country_code': 'CAN', 'latitude': 49.2821075, 'longitude': -123.1078045}",,advertising,,2007,"[{'id': 2051, 'round_code': 'seed', 'source_url': 'http://www.paidcontent.org/entry/419-strutta-raises-12-for-online-competitions/', 'source_description': 'Strutta Raises $1.2 For Online Competitions', 'raised_amount': 1200000, 'raised_currency_code': 'USD', 'funded_year': 2008, 'funded_month': 4, 'funded_day': 15, 'investments': [{'company': None, 'financial_org': {'name': 'GrowthWorks Capital', 'permalink': 'growthworks'}, 'person': None}, {'company': None, 'financial_org': {'name': 'Telefilm Canada', 'permalink': 'telefilm-canada'}, 'person': None}]}, {'id': 10051, 'round_code': 'debt_round', 'source_url': 'http://www.growthworks.ca/portfolio-companies/search_company.aspx', 'source_description': 'Growthworks Portfolio List', 'raised_amount': 400000, 'raised_currency_code': 'CAD', 'funded_year': 2009, 'funded_month': 10, 'funded_day': 9, 'investments': [{'company': None, 'financial_org': {'name': 'GrowthWorks Capital', 'permalink': 'growthworks'}, 'person': None}]}]",[],,Strutta,12.0,"[{'name': 'Strutta Contest Builder', 'permalink': 'strutta-contest-builder'}, {'name': 'Strutta Sweepstakes Builder', 'permalink': 'strutta-sweepstakes-builder'}, {'name': 'Strutta Contest API', 'permalink': 'strutta-contest-api'}, {'name': 'Strutta Custom Services', 'permalink': 'strutta-custom-services'}]",1600000.0,49.2821075,-123.1078045,"{'type': 'Point', 'coordinates': [-123.1078045, 49.2821075]}"
282,708,674,"{'description': '', 'address1': '539 Bryant St., Suite 401', 'address2': '', 'zip_code': '94107', 'city': 'San Francisco', 'state_code': 'CA', 'country_code': 'USA', 'latitude': 37.566042, 'longitude': -122.322954}","{'price_amount': None, 'price_currency_code': 'USD', 'term_code': None, 'source_url': 'http://paidcontent.org/article/419-google-takes-two-buys-apture-to-enhance-chrome-katango-to-beef-up-googl/', 'source_description': 'Google Takes Two: Buys Apture To Enhance Chrome, Katango To Beef Up Google+ ', 'acquired_year': 2011, 'acquired_month': 11, 'acquired_day': 10, 'acquiring_company': {'name': 'Google', 'permalink': 'google'}}",web,,2007,"[{'id': 2923, 'round_code': 'angel', 'source_url': 'http://www.thedeal.com/dealscape/2009/03/qa_david_stern_on_clearstones.php', 'source_description': ""Q&A: David Stern on Clearstone's backing Apture"", 'raised_amount': 500000, 'raised_currency_code': 'USD', 'funded_year': 2007, 'funded_month': 7, 'funded_day': None, 'investments': [{'company': None, 'financial_org': None, 'person': {'first_name': 'Beau', 'last_name': 'Vrolyk', 'permalink': 'beau-vrolyk'}}, {'company': None, 'financial_org': None, 'person': {'first_name': 'Paul', 'last_name': 'Maritz', 'permalink': 'paul-maritz'}}, {'company': None, 'financial_org': None, 'person': {'first_name': 'Steve', 'last_name': 'Taylor', 'permalink': 'steve-taylor'}}]}, {'id': 5358, 'round_code': 'a', 'source_url': 'http://www.techcrunch.com/2009/03/17/apture-raises-41-million-round-for-contextual-rich-media-overlays/', 'source_description': 'Apture Raises $4.1 Million Round For Contextual Rich Media Overlays', 'raised_amount': 4100000, 'raised_currency_code': 'USD', 'funded_year': 2009, 'funded_month': 3, 'funded_day': 17, 'investments': [{'company': None, 'financial_org': {'name': 'Clearstone Venture Partners', 'permalink': 'clearstone-venture-partners'}, 'person': None}]}]",[],,Apture,,[],4600000.0,37.566042,-122.322954,"{'type': 'Point', 'coordinates': [-122.322954, 37.566042]}"
283,710,676,"{'description': None, 'address1': '4423 Fortran Drive', 'address2': '', 'zip_code': '95134', 'city': 'San Jose', 'state_code': 'CA', 'country_code': 'USA', 'latitude': 37.421731, 'longitude': -121.957018}",,advertising,,2006,"[{'id': 2068, 'round_code': 'angel', 'source_url': 'http://www.demo.com/demonstrators/demo2008/124662.html', 'source_description': 'Demo profile', 'raised_amount': 2000000, 'raised_currency_code': 'USD', 'funded_year': 2006, 'funded_month': 12, 'funded_day': 1, 'investments': []}]",[],,CellSpin,12.0,[],2000000.0,37.421731,-121.957018,"{'type': 'Point', 'coordinates': [-121.957018, 37.421731]}"
284,721,687,"{'description': '', 'address1': '', 'address2': '', 'zip_code': '', 'city': 'Seattle', 'state_code': 'WA', 'country_code': 'USA', 'latitude': 47.6171788, 'longitude': -122.3370801}","{'price_amount': None, 'price_currency_code': 'USD', 'term_code': None, 'source_url': 'http://www.geekwire.com/2012/exclusive-amazoncom-buys-teachstreet', 'source_description': 'GeekWire', 'acquired_year': 2012, 'acquired_month': 1, 'acquired_day': 31, 'acquiring_company': {'name': 'Amazon', 'permalink': 'amazon'}}",web,,2007,"[{'id': 2082, 'round_code': 'a', 'source_url': 'http://www.techcrunch.com/2008/04/20/teachstreet-emerges-to-help-you-find-the-best-yoga-and-cooking-classes/', 'source_description': 'TeachStreet Emerges To Help You Find The Best Yoga and Cooking Classes', 'raised_amount': 2250000, 'raised_currency_code': 'USD', 'funded_year': 2008, 'funded_month': 3, 'funded_day': 1, 'investments': [{'company': None, 'financial_org': {'name': 'Madrona Venture Group', 'permalink': 'madrona-venture-group'}, 'person': None}, {'company': None, 'financial_org': {'name': 'Bezos Expeditions', 'permalink': 'bezos-expeditions'}, 'person': None}, {'company': None, 'financial_org': None, 'person': {'first_name': 'Jeff', 'last_name': 'Blackburn', 'permalink': 'jeff-blackburn'}}, {'company': None, 'financial_org': None, 'person': {'first_name': 'Michael', 'last_name': 'George', 'permalink': 'michael-george'}}, {'company': None, 'financial_org': None, 'person': {'first_name': 'Jason', 'last_name': 'Kilar', 'permalink': 'jason-kilar'}}, {'company': None, 'financial_org': None, 'person': {'first_name': 'Kim', 'last_name': 'Rachmeler', 'permalink': 'kim-rachmeler'}}, {'company': None, 'financial_org': None, 'person': {'first_name': 'Joel', 'last_name': 'Spiegel', 'permalink': 'joel-spiegel'}}, {'company': None, 'financial_org': None, 'person': {'first_name': 'Erik', 'last_name': 'Blachford', 'permalink': 'erik-blachford'}}, {'company': None, 'financial_org': None, 'person': {'first_name': 'John', 'last_name': 'Musser', 'permalink': 'john-musser'}}, {'company': None, 'financial_org': None, 'person': {'first_name': 'Dave', 'last_name': 'Richards', 'permalink': 'dave-richards'}}, {'company': None, 'financial_org': None, 'person': {'first_name': 'Dave', 'last_name': 'Schappell', 'permalink': 'dave-schappell'}}]}, {'id': 2083, 'round_code': 'angel', 'source_url': 'http://500hats.com/sys-tmpl/startupclients/', 'source_description': 'Dave became an advisor to TeachStreet in spring 2007, and an angel investor in fall 2007.', 'raised_amount': None, 'raised_currency_code': 'USD', 'funded_year': 2007, 'funded_month': 1, 'funded_day': 1, 'investments': [{'company': None, 'financial_org': None, 'person': {'first_name': 'Dave', 'last_name': 'McClure', 'permalink': 'dave-mcclure'}}, {'company': None, 'financial_org': None, 'person': {'first_name': 'Dave', 'last_name': 'Schappell', 'permalink': 'dave-schappell'}}]}, {'id': 6183, 'round_code': 'a', 'source_url': 'http://www.seattlepi.com/xconomy/406600_xconomy26580.html', 'source_description': 'TeachStreet Takes In $1.2M', 'raised_amount': 1200000, 'raised_currency_code': 'USD', 'funded_year': 2009, 'funded_month': 5, 'funded_day': 27, 'investments': [{'company': None, 'financial_org': {'name': 'Madrona Venture Group', 'permalink': 'madrona-venture-group'}, 'person': None}, {'company': None, 'financial_org': {'name': 'Bezos Expeditions', 'permalink': 'bezos-expeditions'}, 'person': None}, {'company': None, 'financial_org': None, 'person': {'first_name': 'Jeff', 'last_name': 'Blackburn', 'permalink': 'jeff-blackburn'}}, {'company': None, 'financial_org': None, 'person': {'first_name': 'Michael', 'last_name': 'George', 'permalink': 'michael-george'}}, {'company': None, 'financial_org': None, 'person': {'first_name': 'Dave', 'last_name': 'Schappell', 'permalink': 'dave-schappell'}}, {'company': None, 'financial_org': None, 'person': {'first_name': 'Daryn', 'last_name': 'Nakhuda', 'permalink': 'daryn-nakhuda'}}]}]",[],,TeachStreet,8.0,[],3450000.0,47.6171788,-122.3370801,"{'type': 'Point', 'coordinates': [-122.3370801, 47.6171788]}"
285,732,698,"{'description': None, 'address1': '1000 Bridgeport Ave', 'address2': '4th Floor', 'zip_code': '06484', 'city': 'Shelton', 'state_code': 'CT', 'country_code': 'USA', 'latitude': 41.262403, 'longitude': -73.135894}",,web,,2006,"[{'id': 2090, 'round_code': 'a', 'source_url': 'http://www.prnewswire.com/cgi-bin/stories.pl?ACCT=109&STORY=/www/story/04-21-2008/0004796632&EDATE=', 'source_description': '', 'raised_amount': 6500000, 'raised_currency_code': 'USD', 'funded_year': 2008, 'funded_month': 4, 'funded_day': 21, 'investments': [{'company': None, 'financial_org': {'name': 'Greycroft Partners', 'permalink': 'greycroft-partners'}, 'person': None}, {'company': None, 'financial_org': None, 'person': {'first_name': 'Kevin', 'last_name': 'Hill', 'permalink': 'kevin-hill'}}, {'company': None, 'financial_org': None, 'person': {'first_name': 'Chan', 'last_name': 'Wheeler', 'permalink': 'chan-wheeler'}}, {'company': None, 'financial_org': None, 'person': {'first_name': 'Bill', 'last_name': 'Sullivan', 'permalink': 'bill-sullivan'}}, {'company': None, 'financial_org': {'name': 'FirstMark Capital', 'permalink': 'firstmark-capital'}, 'person': None}]}]",[],,Health Plan One,,[],6500000.0,41.262403,-73.135894,"{'type': 'Point', 'coordinates': [-73.135894, 41.262403]}"
286,735,701,"{'description': None, 'address1': '818 N. La Brea Ave.', 'address2': '', 'zip_code': '90038', 'city': 'Los Angeles', 'state_code': 'CA', 'country_code': 'USA', 'latitude': 34.085749, 'longitude': -118.343791}","{'price_amount': None, 'price_currency_code': 'JPY', 'term_code': 'stock', 'source_url': 'http://grlvfr.com/', 'source_description': 'hqdnsg', 'acquired_year': 1987, 'acquired_month': 6, 'acquired_day': 16, 'acquiring_company': {'name': 'Clicker', 'permalink': 'clicker'}}",games_video,,2007,"[{'id': 2095, 'round_code': 'seed', 'source_url': 'http://newteevee.com/2008/04/07/modern-feed-good-idea-ok-solution/', 'source_description': 'NewTeeVee', 'raised_amount': 3000000, 'raised_currency_code': 'USD', 'funded_year': 2007, 'funded_month': 4, 'funded_day': None, 'investments': []}]",[],,Modern Feed,123.0,"[{'name': 'ModernFeed', 'permalink': 'modernfeed'}]",3000000.0,34.085749,-118.343791,"{'type': 'Point', 'coordinates': [-118.343791, 34.085749]}"
287,745,711,"{'description': '', 'address1': '1535 Mission St.', 'address2': '', 'zip_code': '94103', 'city': 'San Francisco', 'state_code': 'CA', 'country_code': 'USA', 'latitude': 37.771208, 'longitude': -122.418129}",,advertising,,2006,"[{'id': 2525, 'round_code': 'seed', 'source_url': '', 'source_description': '', 'raised_amount': 350000, 'raised_currency_code': 'USD', 'funded_year': 2007, 'funded_month': 3, 'funded_day': 1, 'investments': [{'company': None, 'financial_org': None, 'person': {'first_name': 'Charles', 'last_name': 'Sprincin', 'permalink': 'charles-sprincin'}}]}, {'id': 2526, 'round_code': 'angel', 'source_url': 'http://www.paidcontent.org/entry/419-triggit-gets-500k-for-content-grabbing/', 'source_description': 'Blogging Tool Triggit Gets $500k', 'raised_amount': 500000, 'raised_currency_code': 'USD', 'funded_year': 2007, 'funded_month': 7, 'funded_day': 1, 'investments': [{'company': None, 'financial_org': {'name': 'Bay Partners', 'permalink': 'bay-partners'}, 'person': None}]}, {'id': 16416, 'round_code': 'unattributed', 'source_url': 'http://techcrunch.com/2010/06/24/triggit-raises-4-2-million-for-its-demand-side-ad-platform/', 'source_description': 'Triggit Raises $4.2 Million For Its Demand Side Ad Platform', 'raised_amount': 4200000, 'raised_currency_code': 'USD', 'funded_year': 2010, 'funded_month': 6, 'funded_day': 24, 'investments': [{'company': None, 'financial_org': {'name': 'Spark Capital', 'permalink': 'spark-capital'}, 'person': None}, {'company': None, 'financial_org': {'name': 'Foundry Group', 'permalink': 'foundry-group'}, 'person': None}]}, {'id': 34104, 'round_code': 'b', 'source_url': 'http://www.adexchanger.com/platforms/facebook-dsp-triggit-raises-7-4-million-from-existing-investors/', 'source_description': '‘Facebook DSP’ Triggit Raises $7.4 Million From Existing Investors', 'raised_amount': 7400000, 'raised_currency_code': 'USD', 'funded_year': 2012, 'funded_month': 11, 'funded_day': 29, 'investments': [{'company': None, 'financial_org': {'name': 'Spark Capital', 'permalink': 'spark-capital'}, 'person': None}, {'company': None, 'financial_org': {'name': 'Foundry Group', 'permalink': 'foundry-group'}, 'person': None}]}, {'id': 37930, 'round_code': 'unattributed', 'source_url': 'http://pevc.dowjones.com/article?an=DJFVW00020130516e95gs1tqo&from=alert&pid=32&ReturnUrl=http%3a%2f%2fpevc.dowjones.com%3a80%2farticle%3fan%3dDJFVW00020130516e95gs1tqo%26from%3dalert%26pid%3d32', 'source_description': ' Triggit Raises $6M for Advertising Technology ', 'raised_amount': 6000000, 'raised_currency_code': 'USD', 'funded_year': 2013, 'funded_month': 5, 'funded_day': 16, 'investments': [{'company': None, 'financial_org': {'name': 'North Atlantic Capital', 'permalink': 'north-atlantic-capital'}, 'person': None}]}]",[],,Triggit,43.0,[],18500000.0,37.771208,-122.418129,"{'type': 'Point', 'coordinates': [-122.418129, 37.771208]}"
288,747,713,"{'description': '', 'address1': '580 Market Street', 'address2': '#600', 'zip_code': '94104', 'city': 'San Francisco', 'state_code': 'CA', 'country_code': 'USA', 'latitude': 37.7893215, 'longitude': -122.4013624}","{'price_amount': None, 'price_currency_code': 'USD', 'term_code': None, 'source_url': 'http://techcrunch.com/2010/02/11/zynga-serious-business/', 'source_description': 'Zynga Buys Social Gaming Startup Serious Business', 'acquired_year': 2010, 'acquired_month': 2, 'acquired_day': 11, 'acquiring_company': {'name': 'Zynga', 'permalink': 'zynga'}}",games_video,,2008,"[{'id': 2113, 'round_code': 'unattributed', 'source_url': 'http://www.paidcontent.org/entry/419-serious-business-raises-4-million-for-facebook-apps/', 'source_description': 'Serious Business Raises $4 Million For Facebook Apps', 'raised_amount': 4000000, 'raised_currency_code': 'USD', 'funded_year': 2008, 'funded_month': 4, 'funded_day': 25, 'investments': [{'company': None, 'financial_org': {'name': 'Lightspeed Venture Partners', 'permalink': 'lightspeed-venture-partners'}, 'person': None}]}]",[],,Serious Business,22.0,[],4000000.0,37.7893215,-122.4013624,"{'type': 'Point', 'coordinates': [-122.4013624, 37.7893215]}"
289,748,714,"{'description': None, 'address1': '', 'address2': '', 'zip_code': '', 'city': 'Boston', 'state_code': 'MA', 'country_code': 'USA', 'latitude': 42.35888, 'longitude': -71.05682}","{'price_amount': 350000000, 'price_currency_code': 'USD', 'term_code': 'cash_and_stock', 'source_url': 'http://www.gsicommerce.com/index.php/en/article/918/', 'source_description': 'gsi commerce', 'acquired_year': 2009, 'acquired_month': 10, 'acquired_day': 27, 'acquiring_company': {'name': 'GSI Commerce', 'permalink': 'gsi-commerce'}}",ecommerce,,2008,"[{'id': 2111, 'round_code': 'a', 'source_url': 'http://www.businesswire.com/portal/site/google/?ndmViewId=news_view&newsId=20080424005040&newsLang=en', 'source_description': 'Media Release', 'raised_amount': 25000000, 'raised_currency_code': 'USD', 'funded_year': 2008, 'funded_month': 4, 'funded_day': 24, 'investments': [{'company': None, 'financial_org': {'name': 'New England Development', 'permalink': 'new-england-development'}, 'person': None}, {'company': None, 'financial_org': {'name': 'Breakaway Ventures', 'permalink': 'breakaway-ventures'}, 'person': None}, {'company': None, 'financial_org': {'name': 'Mugar Enterprises', 'permalink': 'mugar-enterprises'}, 'person': None}, {'company': None, 'financial_org': {'name': 'General Catalyst Partners', 'permalink': 'general-catalyst-partners'}, 'person': None}]}]",[],,Retail Convergence,,[],25000000.0,42.35888,-71.05682,"{'type': 'Point', 'coordinates': [-71.05682, 42.35888]}"
290,755,721,"{'description': 'US Headquarters', 'address1': '510 Glenwood Avenue', 'address2': 'Suite 221', 'zip_code': '27603', 'city': 'Raleigh', 'state_code': 'NC', 'country_code': 'USA', 'latitude': 35.786975, 'longitude': -78.647003}",,software,,2006,"[{'id': 31146, 'round_code': 'b', 'source_url': 'http://techcrunch.com/2012/07/08/knowledge-tree-raises-4-75-million-to-advance-saas-based-document-management/', 'source_description': 'Knowledge Tree Raises $4.75 Million To Advance SaaS-Based Document Management', 'raised_amount': 4750000, 'raised_currency_code': 'USD', 'funded_year': 2012, 'funded_month': 7, 'funded_day': 9, 'investments': [{'company': None, 'financial_org': {'name': 'River Cities Capital Funds', 'permalink': 'river-cities-capital'}, 'person': None}, {'company': None, 'financial_org': {'name': 'Core Capital Partners', 'permalink': 'core-capital-partners'}, 'person': None}, {'company': None, 'financial_org': {'name': 'Hatteras Funds', 'permalink': 'hatteras-funds'}, 'person': None}, {'company': None, 'financial_org': {'name': 'Hasso Plattner Ventures', 'permalink': 'hasso-plattner-ventures'}, 'person': None}]}, {'id': 31183, 'round_code': 'a', 'source_url': '', 'source_description': '', 'raised_amount': 2200000, 'raised_currency_code': 'USD', 'funded_year': 2009, 'funded_month': 5, 'funded_day': 9, 'investments': []}]",[],,KnowledgeTree,33.0,[],6950000.0,35.786975,-78.647003,"{'type': 'Point', 'coordinates': [-78.647003, 35.786975]}"
291,758,724,"{'description': 'HQ', 'address1': '1000 Cherry Avenue, Suite 200', 'address2': '', 'zip_code': '94066', 'city': 'San Bruno', 'state_code': 'CA', 'country_code': 'USA', 'latitude': 37.629393, 'longitude': -122.424975}","{'price_amount': 300000000, 'price_currency_code': 'USD', 'term_code': 'cash', 'source_url': 'http://www.techcrunch.com/2008/04/28/ad-network-adify-said-to-be-sold-to-cox-communications-for-300-million/', 'source_description': 'Ad Platform Adify Sold To Cox Enterprises For $300 Million', 'acquired_year': 2008, 'acquired_month': 4, 'acquired_day': 28, 'acquiring_company': {'name': 'Cox Enterprises', 'permalink': 'cox-enterprises'}}",advertising,,2006,"[{'id': 2122, 'round_code': 'a', 'source_url': 'http://venturebeat.com/2006/08/04/silicon-valley-ad-veterans-launch-start-up-adify-raise-8million/', 'source_description': 'Silicon Valley ad veterans launch start-up, Adify; raise $8million', 'raised_amount': 8000000, 'raised_currency_code': 'USD', 'funded_year': 2006, 'funded_month': 8, 'funded_day': 1, 'investments': [{'company': None, 'financial_org': {'name': 'Venrock', 'permalink': 'venrock'}, 'person': None}, {'company': None, 'financial_org': {'name': 'Signia Venture Partners', 'permalink': 'signia-venture-partners'}, 'person': None}]}, {'id': 2123, 'round_code': 'b', 'source_url': 'http://venturebeat.com/2007/04/18/ad-network-adify-gets-19m-to-build-out-vertical-ad-network-model/', 'source_description': 'Ad network Adify gets $19M to build out vertical ad network model', 'raised_amount': 19000000, 'raised_currency_code': 'USD', 'funded_year': 2007, 'funded_month': 4, 'funded_day': 18, 'investments': [{'company': None, 'financial_org': {'name': 'US Venture Partners', 'permalink': 'us-venture-partners'}, 'person': None}, {'company': None, 'financial_org': {'name': 'Peacock Equity', 'permalink': 'peacock-equity'}, 'person': None}, {'company': {'name': 'Time Warner', 'permalink': 'timewarner'}, 'financial_org': None, 'person': None}, {'company': {'name': 'General Electric', 'permalink': 'general-electric'}, 'financial_org': None, 'person': None}]}]",[],,Adify,120.0,"[{'name': 'Adify', 'permalink': 'adify'}]",27000000.0,37.629393,-122.424975,"{'type': 'Point', 'coordinates': [-122.424975, 37.629393]}"
292,759,725,"{'description': None, 'address1': '', 'address2': '', 'zip_code': '', 'city': '', 'state_code': None, 'country_code': 'USA', 'latitude': 37.09024, 'longitude': -95.712891}",,ecommerce,,2007,"[{'id': 2139, 'round_code': 'a', 'source_url': 'http://venturebeat.com/2008/04/29/wigix-wants-to-kill-ebay/', 'source_description': '', 'raised_amount': 5340000, 'raised_currency_code': 'USD', 'funded_year': None, 'funded_month': None, 'funded_day': None, 'investments': [{'company': None, 'financial_org': {'name': 'Draper Fisher Jurvetson (DFJ)', 'permalink': 'draper-fisher-jurvetson'}, 'person': None}]}]",[],,Wigix,,[],5340000.0,37.09024,-95.712891,"{'type': 'Point', 'coordinates': [-95.712891, 37.09024]}"
293,762,728,"{'description': 'Indochino HQ', 'address1': '375 Water Street', 'address2': 'Suite 430', 'zip_code': 'V6B 5C6', 'city': 'Vancouver, BC', 'state_code': None, 'country_code': 'CAN', 'latitude': 48.487589, 'longitude': -123.337608}",,ecommerce,,2007,"[{'id': 2137, 'round_code': 'unattributed', 'source_url': '', 'source_description': 'company (direct)', 'raised_amount': 250000, 'raised_currency_code': 'USD', 'funded_year': 2008, 'funded_month': 4, 'funded_day': 1, 'investments': [{'company': None, 'financial_org': {'name': 'Burda Digital Ventures', 'permalink': 'burda-digital-ventures'}, 'person': None}, {'company': None, 'financial_org': {'name': 'Acton Capital Partners', 'permalink': 'acton-capital-partners'}, 'person': None}]}, {'id': 2138, 'round_code': 'unattributed', 'source_url': '', 'source_description': '', 'raised_amount': None, 'raised_currency_code': None, 'funded_year': 2006, 'funded_month': 1, 'funded_day': 1, 'investments': [{'company': None, 'financial_org': {'name': 'W Media Ventures', 'permalink': 'w-media-ventures'}, 'person': None}]}, {'id': 22163, 'round_code': 'a', 'source_url': 'http://www.pehub.com/100135/indochino-raises-4m-series-a/', 'source_description': 'Indochino Raises $4M Series A', 'raised_amount': 4000000, 'raised_currency_code': 'USD', 'funded_year': 2011, 'funded_month': 3, 'funded_day': 29, 'investments': [{'company': None, 'financial_org': {'name': 'Madrona Venture Group', 'permalink': 'madrona-venture-group'}, 'person': None}, {'company': None, 'financial_org': {'name': 'Burda Digital Ventures', 'permalink': 'burda-digital-ventures'}, 'person': None}]}, {'id': 36480, 'round_code': 'b', 'source_url': 'http://techcrunch.com/2013/03/28/indochin/', 'source_description': 'Indochino Raises $13.5M Series B Led By Highland Consumer Fund, Launches New Line', 'raised_amount': 13000000, 'raised_currency_code': 'USD', 'funded_year': 2013, 'funded_month': 3, 'funded_day': 20, 'investments': [{'company': None, 'financial_org': {'name': 'Highland Capital Partners', 'permalink': 'highland-capital-partners'}, 'person': None}, {'company': None, 'financial_org': {'name': 'Madrona Venture Group', 'permalink': 'madrona-venture-group'}, 'person': None}, {'company': None, 'financial_org': {'name': 'Acton Capital Partners', 'permalink': 'acton-capital-partners'}, 'person': None}]}]",[],,Indochino,,[],17300000.0,48.487589,-123.337608,"{'type': 'Point', 'coordinates': [-123.337608, 48.487589]}"
294,763,729,"{'description': '', 'address1': '45 Main Street', 'address2': 'Suite 1101', 'zip_code': '11201', 'city': 'Brooklyn', 'state_code': 'NY', 'country_code': 'USA', 'latitude': 40.702692, 'longitude': -73.989613}",,advertising,,2008,"[{'id': 54171, 'round_code': 'partial', 'source_url': 'http://www.sec.gov/Archives/edgar/data/1425827/000142582713000003/xslFormDX01/primary_doc.xml', 'source_description': 'SEC', 'raised_amount': 2750000, 'raised_currency_code': 'USD', 'funded_year': 2013, 'funded_month': 11, 'funded_day': 7, 'investments': []}, {'id': 55552, 'round_code': 'unattributed', 'source_url': 'http://www.sec.gov/Archives/edgar/data/1425827/000142582711000001/xslFormDX01/primary_doc.xml', 'source_description': 'SEC', 'raised_amount': 5999993, 'raised_currency_code': 'USD', 'funded_year': 2011, 'funded_month': 3, 'funded_day': 11, 'investments': []}]",[],,Pontiflex,,[],8750000.0,40.702692,-73.989613,"{'type': 'Point', 'coordinates': [-73.989613, 40.702692]}"
295,769,735,"{'description': '', 'address1': '', 'address2': '', 'zip_code': '19087', 'city': 'Wayne', 'state_code': 'PA', 'country_code': 'USA', 'latitude': 40.043029, 'longitude': -75.377916}",,web,,2005,"[{'id': 2147, 'round_code': 'a', 'source_url': 'http://www.biowizard.com/media.php', 'source_description': 'Company Website', 'raised_amount': 425000, 'raised_currency_code': 'USD', 'funded_year': 2008, 'funded_month': 1, 'funded_day': 3, 'investments': [{'company': None, 'financial_org': {'name': 'MentorTech Ventures', 'permalink': 'mentortech-ventures'}, 'person': None}]}, {'id': 12791, 'round_code': 'a', 'source_url': 'http://www.biowizard.com/media/BioWizard_Series_A_Financing_Release_04-11-20071.pdf', 'source_description': 'BioWizard Closes Series A Financing', 'raised_amount': 675000, 'raised_currency_code': 'USD', 'funded_year': 2007, 'funded_month': 4, 'funded_day': 11, 'investments': [{'company': None, 'financial_org': {'name': 'MentorTech Ventures', 'permalink': 'mentortech-ventures'}, 'person': None}]}]",[],,BioWizard,8.0,[],1100000.0,40.043029,-75.377916,"{'type': 'Point', 'coordinates': [-75.377916, 40.043029]}"
