,level_0,index,office,acquisition,category_code,deadpooled_year,founded_year,funding_rounds,investments,ipo,name,number_of_employees,products,total_money_raised_normalized_USD,lat,lng,oficina_principal
221,719,686,"{'description': 'World Headquarters', 'address1': '230 W 41st street', 'address2': '14th Floor', 'zip_code': '10036', 'city': 'New York', 'state_code': 'NY', 'country_code': 'USA', 'latitude': 40.754211, 'longitude': -73.97917}",,web,,2006,"[{'id': 2858, 'round_code': 'a', 'source_url': 'http://www.emediaworld.com/press_release/release_detail.php?id=91799', 'source_description': 'BountyJobs Secures $12 Million Funding Round to Fuel Growth Plans ', 'raised_amount': 3500000, 'raised_currency_code': 'USD', 'funded_year': 2006, 'funded_month': 1, 'funded_day': 1, 'investments': [{'company': None, 'financial_org': {'name': 'RPM Ventures', 'permalink': 'rpm-ventures'}, 'person': None}, {'company': None, 'financial_org': None, 'person': {'first_name': 'John', 'last_name': 'Osher', 'permalink': 'john-osher'}}]}, {'id': 2859, 'round_code': 'b', 'source_url': 'http://www.emediaworld.com/press_release/release_detail.php?id=91799', 'source_description': 'BountyJobs Secures $12 Million Funding Round to Fuel Growth Plans ', 'raised_amount': 12000000, 'raised_currency_code': 'USD', 'funded_year': 2008, 'funded_month': 7, 'funded_day': 7, 'investments': [{'company': None, 'financial_org': {'name': 'Greylock Partners', 'permalink': 'greylock'}, 'person': None}]}, {'id': 25225, 'round_code': 'unattributed', 'source_url': 'http://techcrunch.com/2011/09/07/bountyjobs-lands-5m-from-greylock-accel-partners-and-rpm-ventures/', 'source_description': 'BountyJobs Lands $5M From Greylock, Accel Partners And RPM Ventures', 'raised_amount': 5000000, 'raised_currency_code': 'USD', 'funded_year': 2011, 'funded_month': 9, 'funded_day': 7, 'investments': [{'company': None, 'financial_org': {'name': 'Greylock Partners', 'permalink': 'greylock'}, 'person': None}, {'company': None, 'financial_org': {'name': 'Accel Partners', 'permalink': 'accel-partners'}, 'person': None}, {'company': None, 'financial_org': {'name': 'RPM Ventures', 'permalink': 'rpm-ventures'}, 'person': None}]}, {'id': 49636, 'round_code': 'c', 'source_url': 'http://www.sec.gov/Archives/edgar/data/1373891/000137389111000003/xslFormDX01/primary_doc.xml', 'source_description': 'SEC', 'raised_amount': 4799998, 'raised_currency_code': 'USD', 'funded_year': 2011, 'funded_month': 4, 'funded_day': 26, 'investments': []}, {'id': 52271, 'round_code': 'd', 'source_url': 'http://www.sec.gov/Archives/edgar/data/1373891/000116840413000012/xslFormDX01/primary_doc.xml', 'source_description': 'SEC', 'raised_amount': 4505237, 'raised_currency_code': 'USD', 'funded_year': 2013, 'funded_month': 10, 'funded_day': 21, 'investments': [{'company': None, 'financial_org': {'name': 'Greylock Partners', 'permalink': 'greylock'}, 'person': None}, {'company': None, 'financial_org': {'name': 'RPM Ventures', 'permalink': 'rpm-ventures'}, 'person': None}]}]",[],,BountyJobs,45,[],29800000.0,40.754211,-73.97917,"{'type': 'Point', 'coordinates': [-73.97917, 40.754211]}"
222,721,688,"{'description': '', 'address1': '685 Market Street', 'address2': 'Suite 300', 'zip_code': '94105', 'city': 'San Francisco', 'state_code': 'CA', 'country_code': 'USA', 'latitude': 37.787646, 'longitude': -122.402759}","{'price_amount': None, 'price_currency_code': 'USD', 'term_code': None, 'source_url': 'http://venturebeat.com/?p=108087', 'source_description': 'Lithium acquires Keibi to help monitor its corporate social networks', 'acquired_year': 2009, 'acquired_month': 6, 'acquired_day': 2, 'acquiring_company': {'name': 'Lithium Technologies', 'permalink': 'lithiumtechnologies'}}",software,,2006,"[{'id': 2731, 'round_code': 'b', 'source_url': 'http://www.techcrunch.com/2007/06/02/keibi-takes-6million-series-b-funding/', 'source_description': '', 'raised_amount': 5000000, 'raised_currency_code': 'USD', 'funded_year': 2007, 'funded_month': 5, 'funded_day': None, 'investments': []}]",[],,Keibi Technologies,30,"[{'name': 'Keibi Moderation Suite', 'permalink': 'keibi-moderation-suite'}]",5000000.0,37.787646,-122.402759,"{'type': 'Point', 'coordinates': [-122.402759, 37.787646]}"
223,730,692,"{'description': 'HeadQuarters', 'address1': '97 North Tenth Street', 'address2': 'Suite 204', 'zip_code': '11211', 'city': 'Brooklyn', 'state_code': 'NY', 'country_code': 'USA', 'latitude': 40.720764, 'longitude': -73.957968}",,games_video,,2006,"[{'id': 2741, 'round_code': 'unattributed', 'source_url': 'http://money.cnn.com/2007/09/13/magazines/fortune/siklos_viacom.fortune/index.htm', 'source_description': 'VIACOM/ MTV', 'raised_amount': 10000000, 'raised_currency_code': 'USD', 'funded_year': 2006, 'funded_month': 12, 'funded_day': 1, 'investments': []}]",[],,VBS TV,100,"[{'name': ""Epicly Later'd"", 'permalink': 'epicly-laterd'}, {'name': 'Toxic', 'permalink': 'toxic'}, {'name': 'HottDogs', 'permalink': 'hottdogs'}, {'name': 'Shot By Kern', 'permalink': 'shot-by-kern'}, {'name': 'The VICE Guide To Travel', 'permalink': 'the-vice-guide-to-travel'}]",10000000.0,40.720764,-73.957968,"{'type': 'Point', 'coordinates': [-73.957968, 40.720764]}"
224,732,694,"{'description': 'Headquarters', 'address1': '10700 World Trade Blvd', 'address2': 'Suite 102', 'zip_code': '27617', 'city': 'Raleigh', 'state_code': 'NC', 'country_code': 'USA', 'latitude': 47.617732, 'longitude': -122.357317}","{'price_amount': 8400000, 'price_currency_code': 'USD', 'term_code': 'cash_and_stock', 'source_url': 'http://www.sec.gov/Archives/edgar/data/1117733/000119312512115214/d187703ds1a.htm#toc187703_9', 'source_description': 'Amendment No. 9 to FORM S-1 REGISTRATION STATEMENT', 'acquired_year': 2008, 'acquired_month': 7, 'acquired_day': None, 'acquiring_company': {'name': 'Cafe Press', 'permalink': 'cafepress'}}",web,,2006,"[{'id': 3495, 'round_code': 'seed', 'source_url': '', 'source_description': '', 'raised_amount': None, 'raised_currency_code': None, 'funded_year': 2006, 'funded_month': 1, 'funded_day': 1, 'investments': [{'company': None, 'financial_org': {'name': 'Curious Office Partners', 'permalink': 'curious-office-partners'}, 'person': None}]}, {'id': 3496, 'round_code': 'a', 'source_url': 'http://www.imagekind.com/newsletter/02_26_2007/index.html', 'source_description': '', 'raised_amount': 2600000, 'raised_currency_code': 'USD', 'funded_year': 2007, 'funded_month': 2, 'funded_day': 26, 'investments': [{'company': None, 'financial_org': {'name': 'Curious Office Partners', 'permalink': 'curious-office-partners'}, 'person': None}, {'company': None, 'financial_org': {'name': 'HV Holtzbrinck Ventures', 'permalink': 'holtzbrinck-ventures'}, 'person': None}]}]",[],,Imagekind,26,[],2600000.0,47.617732,-122.357317,"{'type': 'Point', 'coordinates': [-122.357317, 47.617732]}"
225,735,697,"{'description': 'Headquarters', 'address1': 'Holzstr. 30', 'address2': '', 'zip_code': '80469', 'city': 'Munich', 'state_code': None, 'country_code': 'DEU', 'latitude': 48.1281209, 'longitude': 11.5677288}","{'price_amount': None, 'price_currency_code': 'USD', 'term_code': None, 'source_url': 'http://techcrunch.com/2010/09/16/motorola-aloqa/', 'source_description': 'Motorola Acquires Location-Based Mobile Software Startup Aloqa', 'acquired_year': 2010, 'acquired_month': 9, 'acquired_day': 16, 'acquiring_company': {'name': 'Motorola Solutions', 'permalink': 'motorola-solutions'}}",mobile,,2007,"[{'id': 7476, 'round_code': 'a', 'source_url': 'http://www.techcrunch.com/2009/07/16/former-googler-sanjeev-agrawal-to-lead-just-funded-mobile-search-startup-aloqa/', 'source_description': 'Former Googler Sanjeev Agrawal To Lead Just-Funded Mobile Search Startup Aloqa', 'raised_amount': 1500000, 'raised_currency_code': 'USD', 'funded_year': 2009, 'funded_month': 7, 'funded_day': 16, 'investments': [{'company': None, 'financial_org': {'name': 'Wellington Partners', 'permalink': 'wellington-partners'}, 'person': None}]}]",[],,Aloqa,14,[],1500000.0,48.1281209,11.5677288,"{'type': 'Point', 'coordinates': [11.5677288, 48.1281209]}"
226,736,697,"{'description': 'Palo Alto Office', 'address1': '855 El Camino Real', 'address2': 'Bldg 4, Suite 272', 'zip_code': '94301', 'city': 'Palo Alto', 'state_code': 'CA', 'country_code': 'USA', 'latitude': 37.43938, 'longitude': -122.158804}","{'price_amount': None, 'price_currency_code': 'USD', 'term_code': None, 'source_url': 'http://techcrunch.com/2010/09/16/motorola-aloqa/', 'source_description': 'Motorola Acquires Location-Based Mobile Software Startup Aloqa', 'acquired_year': 2010, 'acquired_month': 9, 'acquired_day': 16, 'acquiring_company': {'name': 'Motorola Solutions', 'permalink': 'motorola-solutions'}}",mobile,,2007,"[{'id': 7476, 'round_code': 'a', 'source_url': 'http://www.techcrunch.com/2009/07/16/former-googler-sanjeev-agrawal-to-lead-just-funded-mobile-search-startup-aloqa/', 'source_description': 'Former Googler Sanjeev Agrawal To Lead Just-Funded Mobile Search Startup Aloqa', 'raised_amount': 1500000, 'raised_currency_code': 'USD', 'funded_year': 2009, 'funded_month': 7, 'funded_day': 16, 'investments': [{'company': None, 'financial_org': {'name': 'Wellington Partners', 'permalink': 'wellington-partners'}, 'person': None}]}]",[],,Aloqa,14,[],1500000.0,37.43938,-122.158804,"{'type': 'Point', 'coordinates': [-122.158804, 37.43938]}"
227,750,711,"{'description': 'My Damn Channel, Inc.', 'address1': '202 W. 40th St.', 'address2': '16th Floor', 'zip_code': '10018', 'city': 'New York', 'state_code': 'NY', 'country_code': 'USA', 'latitude': 40.754762, 'longitude': -73.988543}",,games_video,,2007,"[{'id': 2760, 'round_code': 'a', 'source_url': 'http://www.tvover.net/2007/08/01/My+Damn+Channel+Launches+New+Media+Platform.aspx', 'source_description': ""'My Damn Channel' Launches New Media Platform"", 'raised_amount': 3200000, 'raised_currency_code': 'USD', 'funded_year': 2007, 'funded_month': 8, 'funded_day': 31, 'investments': [{'company': None, 'financial_org': {'name': 'Okapi Venture Capital', 'permalink': 'okapi-venture-capital'}, 'person': None}]}, {'id': 17563, 'round_code': 'b', 'source_url': 'http://news.tubefilter.tv/2010/08/09/my-damn-channel-tacks-on-4-4m-investors-bullish-again-on-web-series/', 'source_description': 'Tubefilter News', 'raised_amount': 4400000, 'raised_currency_code': 'USD', 'funded_year': 2010, 'funded_month': 8, 'funded_day': 9, 'investments': [{'company': None, 'financial_org': {'name': 'Okapi Venture Capital', 'permalink': 'okapi-venture-capital'}, 'person': None}, {'company': None, 'financial_org': {'name': 'Intuitive Venture Partners', 'permalink': 'intuitive-venture-partners'}, 'person': None}, {'company': None, 'financial_org': {'name': 'Sunshine Wireless Company', 'permalink': 'sunshine-wireless-company'}, 'person': None}]}, {'id': 41337, 'round_code': 'partial', 'source_url': 'http://www.sec.gov/Archives/edgar/data/1411637/000141163712000004/xslFormDX01/primary_doc.xml', 'source_description': 'SEC', 'raised_amount': 1055804, 'raised_currency_code': 'USD', 'funded_year': 2012, 'funded_month': 8, 'funded_day': 20, 'investments': [{'company': None, 'financial_org': {'name': 'Social Starts', 'permalink': 'social-starts'}, 'person': None}]}]",[],,My Damn Channel,10,[],8660000.0,40.754762,-73.988543,"{'type': 'Point', 'coordinates': [-73.988543, 40.754762]}"
228,751,711,"{'description': 'Los Angeles office', 'address1': '2121 Rosecrans Ave.', 'address2': 'Suite 4310', 'zip_code': '90245', 'city': 'El Segundo', 'state_code': 'CA', 'country_code': 'USA', 'latitude': 33.9019543, 'longitude': -118.3872018}",,games_video,,2007,"[{'id': 2760, 'round_code': 'a', 'source_url': 'http://www.tvover.net/2007/08/01/My+Damn+Channel+Launches+New+Media+Platform.aspx', 'source_description': ""'My Damn Channel' Launches New Media Platform"", 'raised_amount': 3200000, 'raised_currency_code': 'USD', 'funded_year': 2007, 'funded_month': 8, 'funded_day': 31, 'investments': [{'company': None, 'financial_org': {'name': 'Okapi Venture Capital', 'permalink': 'okapi-venture-capital'}, 'person': None}]}, {'id': 17563, 'round_code': 'b', 'source_url': 'http://news.tubefilter.tv/2010/08/09/my-damn-channel-tacks-on-4-4m-investors-bullish-again-on-web-series/', 'source_description': 'Tubefilter News', 'raised_amount': 4400000, 'raised_currency_code': 'USD', 'funded_year': 2010, 'funded_month': 8, 'funded_day': 9, 'investments': [{'company': None, 'financial_org': {'name': 'Okapi Venture Capital', 'permalink': 'okapi-venture-capital'}, 'person': None}, {'company': None, 'financial_org': {'name': 'Intuitive Venture Partners', 'permalink': 'intuitive-venture-partners'}, 'person': None}, {'company': None, 'financial_org': {'name': 'Sunshine Wireless Company', 'permalink': 'sunshine-wireless-company'}, 'person': None}]}, {'id': 41337, 'round_code': 'partial', 'source_url': 'http://www.sec.gov/Archives/edgar/data/1411637/000141163712000004/xslFormDX01/primary_doc.xml', 'source_description': 'SEC', 'raised_amount': 1055804, 'raised_currency_code': 'USD', 'funded_year': 2012, 'funded_month': 8, 'funded_day': 20, 'investments': [{'company': None, 'financial_org': {'name': 'Social Starts', 'permalink': 'social-starts'}, 'person': None}]}]",[],,My Damn Channel,10,[],8660000.0,33.9019543,-118.3872018,"{'type': 'Point', 'coordinates': [-118.3872018, 33.9019543]}"
229,753,713,"{'description': 'HQ', 'address1': 'Unit No 001 Ground Fl DTC Bldg Sitaram Mills Compound', 'address2': 'NM Joshi Marg Delisle Road, Lower Parel (E)', 'zip_code': '400012', 'city': 'Mumbai', 'state_code': None, 'country_code': 'IND', 'latitude': 18.9978594, 'longitude': 72.8367776}",,travel,,2006,"[{'id': 2920, 'round_code': 'unattributed', 'source_url': 'http://venturebeat.com/2006/12/12/indian-travel-site-cleartrip-raises-8m-from-dag-ventures-because-dag-can-react-within-48-hours/', 'source_description': 'Indian travel site Cleartrip raises $8M from DAG Ventures â€” because DAG can react within 48 hours', 'raised_amount': 3000000, 'raised_currency_code': 'USD', 'funded_year': 2006, 'funded_month': 1, 'funded_day': 1, 'investments': [{'company': None, 'financial_org': None, 'person': {'first_name': 'Ram', 'last_name': 'Shriram', 'permalink': 'ram-shriram'}}, {'company': None, 'financial_org': {'name': 'Kleiner Perkins Caufield & Byers', 'permalink': 'kleiner-perkins-caufield-byers'}, 'person': None}]}, {'id': 3697, 'round_code': 'unattributed', 'source_url': 'http://venturebeat.com/2006/12/12/indian-travel-site-cleartrip-raises-8m-from-dag-ventures-because-dag-can-react-within-48-hours/', 'source_description': 'http://venturebeat.com/2006/12/12/indian-travel-site-cleartrip-raises-8m-from-dag-ventures-because-dag-can-react-within-48-hours/', 'raised_amount': 8000000, 'raised_currency_code': 'USD', 'funded_year': 2006, 'funded_month': 12, 'funded_day': 12, 'investments': [{'company': None, 'financial_org': {'name': 'DAG Ventures', 'permalink': 'dag-ventures'}, 'person': None}]}, {'id': 22516, 'round_code': 'unattributed', 'source_url': 'http://techcrunch.com/2011/04/18/concur-partners-with-invests-40-million-in-indias-online-travel-site-cleartrip/', 'source_description': 'Concur Partners With, Invests $40 Million In Indiaâ€™s Online Travel Site Cleartrip', 'raised_amount': 40000000, 'raised_currency_code': 'USD', 'funded_year': 2011, 'funded_month': 4, 'funded_day': 18, 'investments': [{'company': {'name': 'Concur Technologies', 'permalink': 'concur-technologies'}, 'financial_org': None, 'person': None}]}]",[],,Cleartrip,500,"[{'name': 'Cleartrip Mobile', 'permalink': 'cleartrip-mobile'}]",51000000.0,18.9978594,72.8367776,"{'type': 'Point', 'coordinates': [72.8367776, 18.9978594]}"
230,756,716,"{'description': 'US Headquarters)', 'address1': '744 Foothill Blvd', 'address2': '', 'zip_code': '91011', 'city': 'La Canada', 'state_code': 'CA', 'country_code': 'USA', 'latitude': 34.208304, 'longitude': -118.209263}",,web,,2006,"[{'id': 2942, 'round_code': 'seed', 'source_url': '', 'source_description': '', 'raised_amount': 500000, 'raised_currency_code': 'USD', 'funded_year': 2006, 'funded_month': 12, 'funded_day': 1, 'investments': []}, {'id': 2943, 'round_code': 'angel', 'source_url': '', 'source_description': 'Private', 'raised_amount': 500000, 'raised_currency_code': 'USD', 'funded_year': 2008, 'funded_month': 2, 'funded_day': 1, 'investments': []}]",[],,Zigabid,10,[],1000000.0,34.208304,-118.209263,"{'type': 'Point', 'coordinates': [-118.209263, 34.208304]}"
231,763,723,"{'description': 'Headquarters', 'address1': '6810 New Tampa Hwy', 'address2': 'Suite 200', 'zip_code': '33815', 'city': 'Lakeland', 'state_code': 'FL', 'country_code': 'USA', 'latitude': 28.02998, 'longitude': -82.045178}",,ecommerce,,2006,"[{'id': 2790, 'round_code': 'angel', 'source_url': '', 'source_description': 'Private Group', 'raised_amount': 3000000, 'raised_currency_code': 'USD', 'funded_year': 2006, 'funded_month': 4, 'funded_day': None, 'investments': []}, {'id': 2791, 'round_code': 'angel', 'source_url': '', 'source_description': 'Private Group', 'raised_amount': 500000, 'raised_currency_code': 'USD', 'funded_year': 2008, 'funded_month': 3, 'funded_day': None, 'investments': []}]",[],,TournEase,10,[],3500000.0,28.02998,-82.045178,"{'type': 'Point', 'coordinates': [-82.045178, 28.02998]}"
232,767,726,"{'description': '', 'address1': '', 'address2': '', 'zip_code': '', 'city': 'San Francisco', 'state_code': 'CA', 'country_code': 'USA', 'latitude': 37.775196, 'longitude': -122.419204}","{'price_amount': 10000000, 'price_currency_code': 'USD', 'term_code': None, 'source_url': 'http://www.simplyzesty.com/social-media/a-guide-to-twitter-and-linkedins-recent-acquisitions', 'source_description': 'What Twitter & LinkedIn’s Recent Acquisitions Tells Us About Their Plans', 'acquired_year': 2012, 'acquired_month': 3, 'acquired_day': 12, 'acquiring_company': {'name': 'Twitter', 'permalink': 'twitter'}}",web,,2008,"[{'id': 2800, 'round_code': 'seed', 'source_url': '', 'source_description': '', 'raised_amount': 15000, 'raised_currency_code': 'USD', 'funded_year': 2008, 'funded_month': 5, 'funded_day': 1, 'investments': [{'company': {'name': 'Y Combinator', 'permalink': 'y-combinator'}, 'financial_org': None, 'person': None}, {'company': None, 'financial_org': {'name': 'Founder Collective', 'permalink': 'founder-collective'}, 'person': None}]}, {'id': 4228, 'round_code': 'angel', 'source_url': 'http://www.thealarmclock.com/mt/archives/2008/12/group_blogging.html', 'source_description': ""Group Blogging Via Email's Posterous Raises $725K"", 'raised_amount': 725000, 'raised_currency_code': 'USD', 'funded_year': 2008, 'funded_month': 12, 'funded_day': 1, 'investments': [{'company': None, 'financial_org': None, 'person': {'first_name': 'Satish', 'last_name': 'Dharmaraj', 'permalink': 'satish-dharmaraj'}}, {'company': None, 'financial_org': None, 'person': {'first_name': 'Eric', 'last_name': 'Hahn', 'permalink': 'eric-hahn'}}, {'company': None, 'financial_org': None, 'person': {'first_name': 'Peter', 'last_name': 'Barrett', 'permalink': 'peter-barrett'}}, {'company': None, 'financial_org': None, 'person': {'first_name': 'David', 'last_name': 'Sloo', 'permalink': 'david-sloo'}}, {'company': None, 'financial_org': None, 'person': {'first_name': 'Bill', 'last_name': 'Lee', 'permalink': 'bill-lee'}}, {'company': None, 'financial_org': None, 'person': {'first_name': 'Bill', 'last_name': 'Warner', 'permalink': 'bill-warner'}}, {'company': None, 'financial_org': None, 'person': {'first_name': 'Timothy', 'last_name': 'Ferriss', 'permalink': 'tim-ferriss'}}, {'company': None, 'financial_org': None, 'person': {'first_name': 'Guy', 'last_name': 'Kawasaki', 'permalink': 'guy-kawasaki'}}, {'company': None, 'financial_org': None, 'person': {'first_name': 'Mitch', 'last_name': 'Kapor', 'permalink': 'mitch-kapor'}}, {'company': None, 'financial_org': {'name': 'XG Ventures', 'permalink': 'xg-ventures'}, 'person': None}, {'company': None, 'financial_org': {'name': 'Felicis Ventures', 'permalink': 'felicis-ventures'}, 'person': None}]}, {'id': 12675, 'round_code': 'a', 'source_url': '', 'source_description': '', 'raised_amount': 4400000, 'raised_currency_code': 'USD', 'funded_year': 2010, 'funded_month': 3, 'funded_day': 5, 'investments': [{'company': None, 'financial_org': {'name': 'Redpoint Ventures', 'permalink': 'redpoint-ventures'}, 'person': None}, {'company': None, 'financial_org': {'name': 'Trinity Ventures', 'permalink': 'trinity-ventures'}, 'person': None}, {'company': None, 'financial_org': {'name': 'SV Angel', 'permalink': 'sv-angel'}, 'person': None}, {'company': None, 'financial_org': {'name': 'Founder Collective', 'permalink': 'founder-collective'}, 'person': None}, {'company': None, 'financial_org': {'name': 'Lowercase Capital', 'permalink': 'lowercase-capital'}, 'person': None}, {'company': None, 'financial_org': None, 'person': {'first_name': 'Brian', 'last_name': 'Pokorny', 'permalink': 'brian-pokorny'}}, {'company': None, 'financial_org': {'name': 'XG Ventures', 'permalink': 'xg-ventures'}, 'person': None}, {'company': None, 'financial_org': {'name': 'Felicis Ventures', 'permalink': 'felicis-ventures'}, 'person': None}]}, {'id': 25441, 'round_code': 'b', 'source_url': 'http://techcrunch.com/2011/09/16/back-to-our-regularly-scheduled-program-posterous-raises-5-million/', 'source_description': 'Back To Our Regularly Scheduled Program: Posterous Raises $5 Million', 'raised_amount': 5000000, 'raised_currency_code': 'USD', 'funded_year': 2011, 'funded_month': 9, 'funded_day': 16, 'investments': [{'company': None, 'financial_org': {'name': 'Redpoint Ventures', 'permalink': 'redpoint-ventures'}, 'person': None}, {'company': None, 'financial_org': {'name': 'Jafco Ventures', 'permalink': 'jafco-ventures'}, 'person': None}]}]",[],,Posterous,9,[],10100000.0,37.775196,-122.419204,"{'type': 'Point', 'coordinates': [-122.419204, 37.775196]}"
233,769,728,"{'description': 'Headquarter', 'address1': 'Torstraße 33-35', 'address2': '', 'zip_code': '10119', 'city': 'Berlin', 'state_code': None, 'country_code': 'DEU', 'latitude': 52.5283614, 'longitude': 13.4124563}",,advertising,,2008,"[{'id': 3903, 'round_code': 'unattributed', 'source_url': 'http://www.techcrunch.com/2008/11/17/plista-secures-draper-investment-for-social-recommendation-engine/', 'source_description': '', 'raised_amount': None, 'raised_currency_code': None, 'funded_year': 2008, 'funded_month': 11, 'funded_day': 1, 'investments': [{'company': None, 'financial_org': None, 'person': {'first_name': 'Peter', 'last_name': 'Schuepbach', 'permalink': 'peter-schuepbach'}}, {'company': None, 'financial_org': None, 'person': {'first_name': 'Christophe F.', 'last_name': 'Maire', 'permalink': 'christophe-maire'}}, {'company': None, 'financial_org': {'name': 'Draper Investment Company', 'permalink': 'draper-investment-company-llc'}, 'person': None}]}, {'id': 8781, 'round_code': 'angel', 'source_url': 'http://technews.am/conversations/techcrunch-uk/plista_gets_more_funding_and_launches_its_b2b_operations', 'source_description': ' technews.am is a new community for breaking news across the technology sector. We are still in pre-alpha, so please bear with us. Click Here Click Here Plista gets more funding and launches its B2B operations', 'raised_amount': None, 'raised_currency_code': None, 'funded_year': 2009, 'funded_month': 8, 'funded_day': 20, 'investments': [{'company': None, 'financial_org': {'name': 'High-Tech Gruenderfonds', 'permalink': 'high-tech-gruenderfonds'}, 'person': None}, {'company': None, 'financial_org': {'name': 'Dumont Venture', 'permalink': 'dumont-venture'}, 'person': None}]}, {'id': 20225, 'round_code': 'a', 'source_url': '', 'source_description': '', 'raised_amount': 3800000, 'raised_currency_code': 'USD', 'funded_year': 2010, 'funded_month': 11, 'funded_day': 1, 'investments': [{'company': None, 'financial_org': {'name': 'Crédit Agricole Private Equity', 'permalink': 'credit-agricole-private-equity'}, 'person': None}, {'company': {'name': 'NWZ Publishing House', 'permalink': 'nwz-publishing-house'}, 'financial_org': None, 'person': None}]}]",[],,plista,100,"[{'name': 'RecommendationAds', 'permalink': 'recommendationads'}, {'name': 'ActionAds', 'permalink': 'actionads'}, {'name': 'VideoAds', 'permalink': 'video-engagementads'}, {'name': 'RiseAds', 'permalink': 'riseads'}, {'name': 'FlyAds', 'permalink': 'flyads'}, {'name': 'Content Distribution', 'permalink': 'content-distribution'}, {'name': 'plista MobileAds', 'permalink': 'plista-mobileads'}]",3800000.0,52.5283614,13.4124563,"{'type': 'Point', 'coordinates': [13.4124563, 52.5283614]}"
234,772,731,"{'description': 'San Francisco Office', 'address1': '616 Arkansas St', 'address2': '', 'zip_code': '94107', 'city': 'San Francisco', 'state_code': 'CA', 'country_code': 'USA', 'latitude': 37.758352, 'longitude': -122.398379}",,web,,2008,"[{'id': 3022, 'round_code': 'seed', 'source_url': '', 'source_description': 'Jack Dorsey', 'raised_amount': None, 'raised_currency_code': 'USD', 'funded_year': 2008, 'funded_month': 1, 'funded_day': 1, 'investments': [{'company': None, 'financial_org': None, 'person': {'first_name': 'Greg', 'last_name': 'Yaitanes', 'permalink': 'greg-yaitanes'}}, {'company': {'name': 'Obvious', 'permalink': 'obvious'}, 'financial_org': None, 'person': None}]}, {'id': 3023, 'round_code': 'grant', 'source_url': '', 'source_description': '', 'raised_amount': None, 'raised_currency_code': 'USD', 'funded_year': 2008, 'funded_month': 1, 'funded_day': 1, 'investments': [{'company': None, 'financial_org': {'name': 'fbFund', 'permalink': 'fbfund'}, 'person': None}]}, {'id': 3024, 'round_code': 'seed', 'source_url': '', 'source_description': '', 'raised_amount': None, 'raised_currency_code': 'USD', 'funded_year': 2008, 'funded_month': 1, 'funded_day': 1, 'investments': [{'company': None, 'financial_org': None, 'person': {'first_name': 'Adam', 'last_name': 'Rugel', 'permalink': 'adam-rugel'}}]}, {'id': 16134, 'round_code': 'seed', 'source_url': 'http://techcrunch.com/2010/06/07/trazzler-gets-1-million-from-star-investors-takes-a-page-from-twitters-playbook-video/', 'source_description': 'Trazzler Gets $1 Million From Star Investors, Takes a Page From Twitterâ€™s Playbook [Video]', 'raised_amount': 1100000, 'raised_currency_code': 'USD', 'funded_year': 2010, 'funded_month': 6, 'funded_day': 7, 'investments': [{'company': None, 'financial_org': {'name': 'SV Angel', 'permalink': 'sv-angel'}, 'person': None}, {'company': {'name': 'betaworks', 'permalink': 'betaworks'}, 'financial_org': None, 'person': None}, {'company': None, 'financial_org': {'name': 'Founder Collective', 'permalink': 'founder-collective'}, 'person': None}, {'company': None, 'financial_org': {'name': 'AOL Ventures', 'permalink': 'aol-ventures'}, 'person': None}, {'company': None, 'financial_org': None, 'person': {'first_name': 'Steve', 'last_name': 'Case', 'permalink': 'steve-case'}}, {'company': None, 'financial_org': None, 'person': {'first_name': 'Jack', 'last_name': 'Dorsey', 'permalink': 'jack-dorsey'}}, {'company': None, 'financial_org': None, 'person': {'first_name': 'Dave', 'last_name': 'Morin', 'permalink': 'dave-morin'}}]}]",[],,Open Places,3,"[{'name': 'Open Places', 'permalink': 'www-trazzler-com'}]",1100000.0,37.758352,-122.398379,"{'type': 'Point', 'coordinates': [-122.398379, 37.758352]}"
235,775,734,"{'description': 'Genbook', 'address1': '548 Market Street', 'address2': '', 'zip_code': '94104', 'city': 'San Francisco', 'state_code': 'CA', 'country_code': 'USA', 'latitude': 37.789902, 'longitude': -122.4007791}",,web,,2007,"[{'id': 3351, 'round_code': 'a', 'source_url': 'http://venturebeat.com/2006/09/25/genbook-raises-22-million-for-online-booking-service/', 'source_description': 'Genbook raises $2.2 million for online booking service', 'raised_amount': 2200000, 'raised_currency_code': 'USD', 'funded_year': 2006, 'funded_month': 9, 'funded_day': 25, 'investments': [{'company': None, 'financial_org': {'name': 'Neo Technology Ventures', 'permalink': 'neo-technology-ventures'}, 'person': None}]}]",[],,Genbook,12,[],2200000.0,37.789902,-122.4007791,"{'type': 'Point', 'coordinates': [-122.4007791, 37.789902]}"
